Scientific Name ▴,Fangs,Toxicity,Rating ?,Common name
Thamnophis mendax,rear-fanged,venomous,?💀?,Tamaulipan Montane Garter Snake
Thamnophis melanogaster,rear-fanged,venomous,?💀?,Blackbelly Garter Snake
Thamnophis marcianus,rear-fanged,venomous,?💀?,Checkered Garter Snake
Thamnophis lineri,rear-fanged,venomous,?💀?,Liner's Garter Snake
Thamnophis hammondii,rear-fanged,venomous,?💀?,Two striped Garter Snake
Thamnophis godmani,rear-fanged,venomous,?💀?,Godman's Garter Snake
Thamnophis gigas,rear-fanged,venomous,?💀?,Giant Garter Snake
Thamnophis fulvus,rear-fanged,venomous,?💀?,Highland Garter Snake
Thamnophis exsul,rear-fanged,venomous,?💀?,Montane Garter Snake
Thamnophis errans,rear-fanged,venomous,?💀?,Mexican wandering garter snake
Thamnophis eques,rear-fanged,venomous,?💀?,Mexican Garter Snake
Thamnophis elegans,rear-fanged,venomous,💀💀,Western Terrestrial Garter Snake
Thamnophis cyrtopsis,rear-fanged,venomous,?💀?,Blackneck Garter Snake
Thamnophis couchii,rear-fanged,venomous,💀💀,Sierra Garter Snake
Thamnophis conanti,rear-fanged,venomous,?💀?,Conant's Garter Snake
Thamnophis chrysocephalus,rear-fanged,venomous,?💀?,Goldenhead Garter Snake
Thamnophis butleri,rear-fanged,venomous,?💀?,Butler's Garter Snake
Thamnophis brachystoma,rear-fanged,venomous,?💀?,Shorthead Garter Snake
Thamnophis bogerti,rear-fanged,venomous,?💀?,Bogert's Garter Snake
Thamnophis atratus,rear-fanged,venomous,?💀?,Santa Cruz Garter Snake
Thamnodynastes yavi,rear-fanged,unclear toxicity,???,Cerro Yaví Mock Viper
Thamnodynastes strigatus,rear-fanged,venomous,?💀?,Coastal House Snake
Thamnodynastes sertanejo,rear-fanged,unclear toxicity,???,Sertao Mock Viper
Thamnodynastes rutilus,rear-fanged,unclear toxicity,???,Prado's Coastal House Snake
Thamnodynastes ramonriveroi,rear-fanged,unclear toxicity,???,Turimiquire Mock Viper
Thamnodynastes phoenix,rear-fanged,unclear toxicity,???,Phoenix mock viper
Thamnodynastes paraguanae,rear-fanged,unclear toxicity,???,Paraguana Mock Viper
Thamnodynastes pallidus,rear-fanged,unclear toxicity,???,Amazon Coastal House Snake
Thamnodynastes marahuaquensis,rear-fanged,unclear toxicity,???,Marahuaca Mock Viper
Thamnodynastes longicaudus,rear-fanged,unclear toxicity,???,Long tailed Mock Viper
Thamnodynastes lanei,rear-fanged,unclear toxicity,???,Pantanal Mock Viper
Thamnodynastes hypoconia,rear-fanged,unclear toxicity,???,Argentine Mock Viper
Thamnodynastes gambotensis,rear-fanged,unclear toxicity,???,Gambote Mock Viper
Thamnodynastes duida,rear-fanged,unclear toxicity,???,Cerro Duida Mock Viper
Thamnodynastes dixoni,rear-fanged,unclear toxicity,???,Apure Mock Viper
Thamnodynastes corocoroensis,rear-fanged,unclear toxicity,???,Corocoro Mock Viper
Thamnodynastes chimanta,rear-fanged,unclear toxicity,???,Roze's Coastal House Snake
Thamnodynastes chaquensis,rear-fanged,unclear toxicity,???,Chaco Mock Viper
Thamnodynastes ceibae,rear-fanged,unclear toxicity,???,La Ceiba Mock Viper
Thamnodynastes almae,rear-fanged,unclear toxicity,???,Jararaca Mock Viper
Thalassophis anomalus,front-fanged,venomous,💀💀💀💀,Scale snouted Sea Snake
Tetralepis fruhstorferi,rear-fanged,unclear toxicity,???,Bluebelly Java Snake
Tetracheilostoma carlae,non-fanged,non-venomous,---,Barbados thread snake
Tetracheilostoma breuili,non-fanged,non-venomous,---,St. Lucia thread snake
Tetracheilostoma bilineatum,non-fanged,non-venomous,---,Two lined Blind Snake
Teretrurus sanguineus,non-fanged,non-venomous,---,Purple red earth snake
Teretrurus rhodogaster,non-fanged,non-venomous,---,Palni Mountain Burrowing Snake
Telescopus variegatus,rear-fanged,venomous,?💀?,Variable Cat Snake
Telescopus tripolitanus,rear-fanged,venomous,?💀?,North African Cat Snake
Telescopus tessellatus,rear-fanged,venomous,?💀?,Soosan Tiger Snake
Telescopus semiannulatus,rear-fanged,venomous,💀💀,Tiger Cat Snake
Telescopus rhinopoma,rear-fanged,venomous,?💀?,Indian Desert Tiger Snake
Telescopus pulcher,rear-fanged,venomous,?💀?,Beautiful Cat Snake
Telescopus obtusus,rear-fanged,venomous,?💀?,Egyptian Catsnake
Telescopus nigriceps,rear-fanged,venomous,?💀?,Black Headed Snake
Telescopus hoogstraali,rear-fanged,venomous,?💀?,Hoogstraal's Cat Snake
Telescopus gezirae,rear-fanged,venomous,?💀?,Blue Nile Cat Snake
Telescopus finkeldeyi,rear-fanged,venomous,?💀?,Damara Tiger Snake
Telescopus fallax,rear-fanged,venomous,?💀?,European Catsnake
Telescopus dhara,rear-fanged,venomous,?💀?,Israeli Catsnake
Telescopus beetzi,rear-fanged,venomous,?💀?,Beetz's tiger snake
Tantillita lintoni,rear-fanged,unclear toxicity,???,Linton's Dwarf Short tail Snake
Tantillita canula,rear-fanged,unclear toxicity,???,Yucatecan Dwarf Short tail Snake
Tantillita brevissima,rear-fanged,unclear toxicity,???,Speckled Dwarf Short tail Snake
Tantilla yaquia,rear-fanged,venomous,?💀?,Yaquia Blackhead Snake
Tantilla wilcoxi,rear-fanged,venomous,?💀?,Chihuahuan Blackhead Snake
Tantilla vulcani,rear-fanged,venomous,?💀?,Vulcan Centipede Snake
Tantilla vermiformis,rear-fanged,venomous,?💀?,Hallowell's Centipede Snake
Tantilla tritaeniata,rear-fanged,venomous,?💀?,Three banded Centipede Snake
Tantilla triseriata,rear-fanged,venomous,?💀?,Three lined Centipede Snake
Tantilla trilineata,rear-fanged,venomous,?💀?,Three lined Centipede Snake
Tantilla tjiasmantoi,rear-fanged,venomous,?💀?,Tjiasmanto's centipede snake
Tantilla tecta,rear-fanged,venomous,?💀?,White Striped Centipede Snake
Tantilla tayrae,rear-fanged,venomous,?💀?,Volcan Tacana Centipede Snake
Tantilla taeniata,rear-fanged,venomous,?💀?,Central American Centipede Snake
Tantilla supracincta,rear-fanged,venomous,?💀?,Banded Centipede Snake
Tantilla striata,rear-fanged,venomous,?💀?,Striped Centipede Snake
Tantilla stenigrammi,rear-fanged,venomous,?💀?,
Tantilla slavensi,rear-fanged,venomous,?💀?,Slavens' Centipede Snake
Tantilla shawi,rear-fanged,venomous,?💀?,Potosí Centipede Snake
Tantilla sertula,rear-fanged,venomous,?💀?,Garland Centipede Snake
Tantilla semicincta,rear-fanged,venomous,?💀?,Ringed Centipede Snake
Tantilla schistosa,rear-fanged,venomous,?💀?,Red Earth Centipede Snake
Tantilla ruficeps,rear-fanged,venomous,?💀?,Striped crowned snake
Tantilla rubra,rear-fanged,venomous,?💀?,Red Black headed Snake
Tantilla robusta,rear-fanged,venomous,?💀?,Pueblan Centipede Snake
Tantilla reticulata,rear-fanged,venomous,?💀?,Reticulate Centipede Snake
Tantilla relicta,rear-fanged,venomous,?💀?,Florida Crowned Snake
Tantilla psittaca,rear-fanged,venomous,?💀?,Serpiente grande de Honduras
Tantilla planiceps,rear-fanged,venomous,?💀?,Western Blackhead Snake
Tantilla petersi,rear-fanged,venomous,?💀?,Peters' Black headed Snake
Tantilla oolitica,rear-fanged,venomous,?💀?,Rim Rock Crowned Snake
Tantilla olympia,rear-fanged,venomous,?💀?,Northern Honduras centipede snake
Tantilla oaxacae,rear-fanged,venomous,?💀?,Oaxacan Centipede Snake
Tantilla nigriceps,rear-fanged,venomous,?💀?,Plains Blackhead Snake
Tantilla nigra,rear-fanged,venomous,?💀?,Black Centipede Snake
Tantilla moesta,rear-fanged,venomous,?💀?,Blackbelly Centipede Snake
Tantilla miyatai,rear-fanged,venomous,?💀?,Culebra de Pichincha
Tantilla melanocephala,rear-fanged,venomous,?💀?,Equator Centipede Snake
Tantilla lempira,rear-fanged,venomous,?💀?,Mena's Centipede Snake
Tantilla johnsoni,rear-fanged,venomous,?💀?,Johnson’s Centipede Snake
Tantilla jani,rear-fanged,venomous,?💀?,Jan's Centipede Snake
Tantilla insulamontana,rear-fanged,venomous,?💀?,Mountain Centipede Snake
Tantilla impensa,rear-fanged,venomous,?💀?,Greater Centipede Snake
Tantilla hobartsmithi,rear-fanged,venomous,?💀?,Southwestern Blackhead Snake
Tantilla hendersoni,rear-fanged,venomous,?💀?,Peten Centipede Snake
Tantilla gracilis,rear-fanged,venomous,?💀?,Flathead Snake
Tantilla gottei,rear-fanged,venomous,?💀?,
Tantilla flavilineata,rear-fanged,venomous,?💀?,Yellow lined Centipede Snake
Tantilla excelsa,rear-fanged,venomous,💀,
Tantilla deppei,rear-fanged,venomous,?💀?,Deppe's Centipede Snake
Tantilla cuniculator,rear-fanged,venomous,?💀?,Peten Centipede Snake
Tantilla cucullata,rear-fanged,venomous,?💀?,Big Bend Blackhead Snake
Tantilla coronata,rear-fanged,venomous,?💀?,Southeastern Crowned Snake
Tantilla coronadoi,rear-fanged,venomous,?💀?,Guerreran Centipede Snake
Tantilla ceboruca,rear-fanged,venomous,?💀?,Ceboruco Centipede Snake
Tantilla cascadae,rear-fanged,venomous,?💀?,Michoacán Centipede Snake
Tantilla capistrata,rear-fanged,venomous,?💀?,Capistrata Centipede Snake
Tantilla calamarina,rear-fanged,venomous,?💀?,Pacific Coast Centipede Snake
Tantilla briggsi,rear-fanged,venomous,?💀?,Briggs' Centipede Snake
Tantilla brevicauda,rear-fanged,venomous,?💀?,Mertens' Centipede Snake
Tantilla boipiranga,rear-fanged,venomous,?💀?,Sierra do Cipo Snake
Tantilla bocourti,rear-fanged,venomous,?💀?,Bocourt's Black headed Snake
Tantilla berguidoi,rear-fanged,venomous,?💀?,Chucantí Centipede Snake
Tantilla bairdi,rear-fanged,venomous,?💀?,Baird's Black headed Snake
Tantilla atriceps,rear-fanged,venomous,?💀?,Mexican Blackhead Snake
Tantilla armillata,rear-fanged,venomous,?💀?,Schwarznacken Schwarzkopfschlange
Tantilla andinista,rear-fanged,venomous,?💀?,Andes Centipede Snake
Tantilla alticola,rear-fanged,venomous,?💀?,Boulenger's Centipede Snake
Tantilla albiceps,rear-fanged,venomous,?💀?,Barbour's Centipede Snake
Tantalophis discolor,rear-fanged,unclear toxicity,???,Oaxacan Cat eyed Snake
Taeniophallus quadriocellatus,rear-fanged,unclear toxicity,???,Four spotted Leaf litter Snake
Taeniophallus poecilopogon,rear-fanged,unclear toxicity,???,Uruguayan Leaf litter Snake
Taeniophallus persimilis,rear-fanged,unclear toxicity,???,Rio de Janeiro Leaf litter Snake
Taeniophallus occipitalis,rear-fanged,unclear toxicity,???,Bahia Leaf litter Snake
Taeniophallus nicagus,rear-fanged,unclear toxicity,???,Northern Leaf litter Snake
Taeniophallus nebularis,rear-fanged,unclear toxicity,???,Venezuelan Leaf litter Snake
Taeniophallus brevirostris,rear-fanged,unclear toxicity,???,Short Nosed Groundsnake
Taeniophallus bilineatus,rear-fanged,unclear toxicity,???,Two striped Leaf litter Snake
Taeniophallus affinis,rear-fanged,unclear toxicity,???,Atlantic Forest Leaf litter Snake
Tachymenis tarmensis,rear-fanged,venomous,💀💀💀,Slender Snake
Tachymenis peruviana,rear-fanged,venomous,💀💀💀,Peru Slender Snake
Tachymenis elongata,rear-fanged,venomous,💀💀💀,Depax's Slender Snake
Tachymenis chilensis,rear-fanged,venomous,💀💀💀,Chilean Slender Snake
Tachymenis attenuata,rear-fanged,venomous,💀💀💀,Walker's Slender Snake
Tachymenis affinis,rear-fanged,venomous,💀💀💀,Boulenger's Slender Snake
Synophis zamora,rear-fanged,unclear toxicity,???,Zamoran Shadow Snake
Synophis zaheri,rear-fanged,unclear toxicity,???,Zaher's Shadow Snake
Synophis plectovertebralis,rear-fanged,unclear toxicity,???,Cauca Fishing Snake
Synophis niceforomariae,rear-fanged,unclear toxicity,???,Nicéforo María's Shadow Snake
Synophis lasallei,rear-fanged,unclear toxicity,???,Lasalle's Fishing Snake
Synophis insulomontanus,rear-fanged,unclear toxicity,???,Mountain Shadow Snake
Synophis calamitus,rear-fanged,unclear toxicity,???,Ecuadorian Fishing Snake
Synophis bogerti,rear-fanged,unclear toxicity,???,Bogert's fishing snake
Synophis bicolor,rear-fanged,unclear toxicity,???,Two colored Fishing Snake
Sympholis lippiens,rear-fanged,unclear toxicity,???,Mexican Short tail Snake
Symphimus mayae,rear-fanged,unclear toxicity,???,Yucatán White lipped Snake
Symphimus leucostomus,rear-fanged,unclear toxicity,???,Mexican White lipped Snake
Suta suta,front-fanged,venomous,💀💀💀,Curl Snake
Suta punctata,front-fanged,venomous,💀💀,Little Spotted Snake
Suta ordensis,front-fanged,venomous,💀💀💀,Ord Curl Snake
Suta fasciata,front-fanged,venomous,💀💀💀,Rosen's snake
Sundatyphlops polygrammicus,non-fanged,non-venomous,---,Southern New Guinea blind snake
Sumatranus albomaculata,rear-fanged,venomous,💀💀,Sumatran Mud Snake
Subsessor bocourti,rear-fanged,venomous,💀💀,Bocourt's Water Snake
Storeria victa,rear-fanged,unclear toxicity,???,Florida brown snake
Storeria storerioides,rear-fanged,unclear toxicity,???,Mexican Brown Snake
Storeria occipitomaculata,rear-fanged,unclear toxicity,???,Redbelly Snake
Storeria hidalgoensis,rear-fanged,unclear toxicity,???,Mexican Yellowbelly Brown Snake
Storeria dekayi,rear-fanged,unclear toxicity,???,Dekay's Brown Snake
Stoliczkia khasiensis,rear-fanged,non-venomous,---,Khase red snake
Stoliczkia borneensis,rear-fanged,non-venomous,---,Borneo red snake
Stichophanes ningshaanensis,rear-fanged,unclear toxicity,???,Ningshaan Kukri Snake
Stenorrhina freminvillei,rear-fanged,venomous,💀💀,Blood Snake
Stenorrhina degenhardtii,rear-fanged,venomous,?💀?,Degenhardt's Scorpion eating Snake
Stegonotus parvus,rear-fanged,unclear toxicity,???,Common ground snake
Stegonotus muelleri,rear-fanged,unclear toxicity,???,Muller's Wolf Snake
Stegonotus modestus,rear-fanged,unclear toxicity,???,Northern New Guinea ground snake
Stegonotus melanolabiatus,rear-fanged,unclear toxicity,???,
Stegonotus iridis,rear-fanged,unclear toxicity,???,
Stegonotus heterurus,rear-fanged,unclear toxicity,???,Bismarck ground snake
Stegonotus guentheri,rear-fanged,unclear toxicity,???,Milne Bay ground snake
Stegonotus florensis,rear-fanged,unclear toxicity,???,Flores Ground Snake
Stegonotus diehli,rear-fanged,unclear toxicity,???,Diehl’s little ground snake
Stegonotus derooijae,rear-fanged,unclear toxicity,???,
Stegonotus cucullatus,rear-fanged,unclear toxicity,???,Slatey grey snake
Stegonotus borneensis,rear-fanged,unclear toxicity,???,Borneo Frog eating Snake
Stegonotus batjanensis,rear-fanged,unclear toxicity,???,Batjan Frog eating Snake
Stegonotus admiraltiensis,rear-fanged,unclear toxicity,???,
Spilotes sulphureus,rear-fanged,unclear toxicity,???,Amazon Puffing Snake
Spilotes pullatus,rear-fanged,unclear toxicity,???,Chicken snake
Spalerosophis microlepis,rear-fanged,unclear toxicity,???,Zebra Snake
Spalerosophis josephscorteccii,rear-fanged,unclear toxicity,???,Scortecci's Diadem Snake
Spalerosophis dolichospilus,rear-fanged,unclear toxicity,???,Werner's Diadem Snake
Spalerosophis diadema,rear-fanged,venomous,?💀?,Diadem Snake
Spalerosophis atriceps,rear-fanged,unclear toxicity,???,Black headed Diadem Snake
Spalerosophis arenarius,rear-fanged,unclear toxicity,???,Red spotted Diadem Snake
Sordellina punctata,rear-fanged,unclear toxicity,???,Dotted Brown Snake
Sonora semiannulata,rear-fanged,unclear toxicity,???,Ground Snake
Sonora mutabilis,rear-fanged,unclear toxicity,???,Michoacán Ground Snake
Sonora michoacanensis,rear-fanged,unclear toxicity,???,Michoacán Ground Snake
Sonora aemula,rear-fanged,unclear toxicity,???,Filetail Ground Snake
Sistrurus tergeminus,front-fanged,venomous,💀💀💀,Western Massasauga
Sistrurus miliarius,front-fanged,venomous,💀💀💀,Pygmy rattlesnake
Sistrurus catenatus,front-fanged,venomous,💀💀💀,Massassauga
Siphlophis worontzowi,rear-fanged,unclear toxicity,???,Worontzow's Spotted Night Snake
Siphlophis pulcher,rear-fanged,unclear toxicity,???,Guanabara Spotted Night Snake
Siphlophis longicaudatus,rear-fanged,unclear toxicity,???,Brazilian Spotted Night Snake
Siphlophis leucocephalus,rear-fanged,unclear toxicity,???,Common Spotted Night Snake
Siphlophis compressus,rear-fanged,unclear toxicity,???,Tropical Flat Snake
Siphlophis cervinus,rear-fanged,unclear toxicity,???,Panama Spotted Night Snake
Siphlophis ayauma,rear-fanged,unclear toxicity,???,Devil’s Head Spotted Night Snake
Sinonatrix yunnanensis,rear-fanged,unclear toxicity,???,Yunnan Keelback Water Snake
Sinonatrix percarinata,rear-fanged,unclear toxicity,???,Olive Keelback
Sinonatrix annularis,rear-fanged,unclear toxicity,???,Ringed Water Snake
Sinonatrix aequifasciata,rear-fanged,unclear toxicity,???,Asiatic Water Snake
Sinomicrurus sauteri,front-fanged,venomous,💀💀💀💀,Striped Coral Snake
Sinomicrurus macclellandi,front-fanged,venomous,💀💀💀💀,MacClelland’s Coral Snake
Sinomicrurus kelloggi,front-fanged,venomous,💀💀💀💀,Kellogg's Coral Snake
Sinomicrurus japonicus,front-fanged,venomous,💀💀💀💀,Japanese Coral Snake
Sinomicrurus hatori,front-fanged,venomous,💀💀💀💀,Hatori's Coral Snake
Simoselaps minimus,front-fanged,venomous,?💀?,Dampierland Burrowing Snake
Simoselaps littoralis,front-fanged,venomous,?💀?,Coastal Burrowing Snake
Simoselaps bimaculatus,front-fanged,venomous,?💀?,Western Black naped Snake
Simoselaps bertholdi,front-fanged,venomous,?💀?,Southern Desert Banded Snake
Simoselaps anomalus,front-fanged,venomous,?💀?,Desert banded snake
Simophis rhinostoma,rear-fanged,unclear toxicity,???,Sao Paulo False Coral Snake
Simalia tracyae,non-fanged,non-venomous,🐍🐍🐍,Halmahera python
Simalia oenpelliensis,non-fanged,non-venomous,🐍🐍🐍,Oenpelli python
Simalia nauta,non-fanged,non-venomous,🐍🐍🐍,Tanimbar Python
Simalia kinghorni,non-fanged,non-venomous,🐍🐍🐍,Kinghorn's Python
Simalia clastolepis,non-fanged,non-venomous,🐍🐍🐍,Moluccan python
Simalia boeleni,non-fanged,non-venomous,🐍🐍🐍,Boelen's python
Simalia amethistina,non-fanged,non-venomous,🐍🐍🐍,Amethystine python
Sibynophis triangularis,rear-fanged,unclear toxicity,???,Triangulate Collared Snake
Sibynophis subpunctatus,rear-fanged,unclear toxicity,???,Black Headed Snake
Sibynophis sagittarius,rear-fanged,unclear toxicity,???,Cantor’s black headed snake
